id,title,abstract,categories,cat_text,prepared_text
1902.05554,First Results from the TNG50 Simulation: Galactic outflows driven by   supernovae and black hole feedback,"We present the new TNG50 cosmological, magnetohydrodynamical simulation -- the third and final volume of the IllustrisTNG project. This simulation occupies a unique combination of large volume and high resolution, with a 50 Mpc box sampled by 2160^3 gas cells (baryon mass of 8x10^4 Msun). The median spatial resolution of star-forming ISM gas is ~100-140 parsecs. This resolution approaches or exceeds that of modern 'zoom' simulations of individual massive galaxies, while the volume contains ~20,000 resolved galaxies with M*>10^7 Msun. Herein we show first results from TNG50, focusing on galactic outflows driven by supernovae as well as supermassive black hole feedback. We find that the outflow mass loading is a non-monotonic function of galaxy stellar mass, turning over and rising rapidly above 10^10.5 Msun due to the action of the central black hole. Outflow velocity increases with stellar mass, and at fixed mass is faster at higher redshift. The TNG model can produce high velocity, multi-phase outflows which include cool, dense components. These outflows reach speeds in excess of 3000 km/s out to 20 kpc with an ejective, BH-driven origin. Critically, we show how the relative simplicity of model inputs (and scalings) at the injection scale produces complex behavior at galactic and halo scales. For example, despite isotropic wind launching, outflows exhibit natural collimation and an emergent bipolarity. Furthermore, galaxies above the star-forming main sequence drive faster outflows, although this correlation inverts at high mass with the onset of quenching, whereby low luminosity, slowly accreting, massive black holes drive the strongest outflows.",astro-ph.GA astro-ph.CO astro-ph.HE,"Astrophysics of Galaxies, Cosmology and Nongalactic Astrophysics, High Energy Astrophysical Phenomena","First Results from the TNG50 Simulation: Galactic outflows driven by   supernovae and black hole feedback 
 We present the new TNG50 cosmological, magnetohydrodynamical simulation -- the third and final volume of the IllustrisTNG project. This simulation occupies a unique combination of large volume and high resolution, with a 50 Mpc box sampled by 2160^3 gas cells (baryon mass of 8x10^4 Msun). The median spatial resolution of star-forming ISM gas is ~100-140 parsecs. This resolution approaches or exceeds that of modern 'zoom' simulations of individual massive galaxies, while the volume contains ~20,000 resolved galaxies with M*>10^7 Msun. Herein we show first results from TNG50, focusing on galactic outflows driven by supernovae as well as supermassive black hole feedback. We find that the outflow mass loading is a non-monotonic function of galaxy stellar mass, turning over and rising rapidly above 10^10.5 Msun due to the action of the central black hole. Outflow velocity increases with stellar mass, and at fixed mass is faster at higher redshift. The TNG model can produce high velocity, multi-phase outflows which include cool, dense components. These outflows reach speeds in excess of 3000 km/s out to 20 kpc with an ejective, BH-driven origin. Critically, we show how the relative simplicity of model inputs (and scalings) at the injection scale produces complex behavior at galactic and halo scales. For example, despite isotropic wind launching, outflows exhibit natural collimation and an emergent bipolarity. Furthermore, galaxies above the star-forming main sequence drive faster outflows, although this correlation inverts at high mass with the onset of quenching, whereby low luminosity, slowly accreting, massive black holes drive the strongest outflows."
0905.1327,The Galactic Environment of the NeVIII Absorber toward HE0226-4110,"We report the discovery of a small galaxy system in the vicinity of the NeVIII absorber at z=0.20701 toward HE0226-4110. The galaxy system consists of two 0.25 L* disk galaxies and a 0.05 L* galaxy all within \Delta v < 300 km/s and rho< 200 h^{-1} physical kpc of the absorber. We consider various scenarios for the origin of the NeVIII absorption, including photo-ionized gas from a AGN, a starburst driven wind, a hot intragroup medium, hot gas in a galaxy halo, and a conductive front produced by cool clouds moving at high speed through a hot medium. We argue that the conductive front scenario is most likely responsible for producing the NeVIII feature, because it is consistent with the observed galactic environment around the absorber and because it naturally explains the multi-phase nature of the gas and the kinematic signatures of the absorption profiles. Although our preferred scenario suggests that NeVIII may not be directly probing the warm-hot intergalactic medium, it does imply the existence of an extended hot confining medium around a disk galaxy that may contain a significant reservoir of baryons in the form of hot gas.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"The Galactic Environment of the NeVIII Absorber toward HE0226-4110 
 We report the discovery of a small galaxy system in the vicinity of the NeVIII absorber at z=0.20701 toward HE0226-4110. The galaxy system consists of two 0.25 L* disk galaxies and a 0.05 L* galaxy all within \Delta v < 300 km/s and rho< 200 h^{-1} physical kpc of the absorber. We consider various scenarios for the origin of the NeVIII absorption, including photo-ionized gas from a AGN, a starburst driven wind, a hot intragroup medium, hot gas in a galaxy halo, and a conductive front produced by cool clouds moving at high speed through a hot medium. We argue that the conductive front scenario is most likely responsible for producing the NeVIII feature, because it is consistent with the observed galactic environment around the absorber and because it naturally explains the multi-phase nature of the gas and the kinematic signatures of the absorption profiles. Although our preferred scenario suggests that NeVIII may not be directly probing the warm-hot intergalactic medium, it does imply the existence of an extended hot confining medium around a disk galaxy that may contain a significant reservoir of baryons in the form of hot gas."
1810.00164,New probe of gravity: strongly lensed gravitational wave multi-messenger   approach,"Strong gravitational lensing by galaxies provides us with a unique opportunity to understand the nature of gravity on galactic and extra-galactic scales. In this paper, we propose a new multimessenger approach using data from both gravitational wave (GW) and the corresponding electromagnetic (EM) counterpart to infer the constraint of the modified gravity (MG) theory denoted by the scale dependent phenomenological parameter. To demonstrate the robustness of this approach, we calculate the time-delay predictions by choosing various values of the phenomenological parameters and then compare them with that from the general relativity (GR). For the third generation ground-based GW observatory, with one typical strongly lensed GW+EM event, and assuming that the dominated error from the stellar velocity dispersions is 5\%, the GW time-delay data can distinguish an 18\% MG effect on a scale of tens of kiloparsecs with a $68\%$ confidence level. Assuming GR and a Singular Isothermal Sphere mass model, there exists a simplified consistency relationship between time-delay and imaging data. This relationship does not require for the velocity dispersion measurement, and hence can avoid major uncertainties. By using this relationship, the multimessenger approach is able to distinguish an $8\%$ MG effect. Our results show that the GW multimessenger approach can play an important role in revealing the nature of gravity on the galactic and extra-galactic scales.",astro-ph.CO astro-ph.HE gr-qc hep-th,"Cosmology and Nongalactic Astrophysics, High Energy Astrophysical Phenomena, General Relativity and Quantum Cosmology, High Energy Physics - Theory","New probe of gravity: strongly lensed gravitational wave multi-messenger   approach 
 Strong gravitational lensing by galaxies provides us with a unique opportunity to understand the nature of gravity on galactic and extra-galactic scales. In this paper, we propose a new multimessenger approach using data from both gravitational wave (GW) and the corresponding electromagnetic (EM) counterpart to infer the constraint of the modified gravity (MG) theory denoted by the scale dependent phenomenological parameter. To demonstrate the robustness of this approach, we calculate the time-delay predictions by choosing various values of the phenomenological parameters and then compare them with that from the general relativity (GR). For the third generation ground-based GW observatory, with one typical strongly lensed GW+EM event, and assuming that the dominated error from the stellar velocity dispersions is 5\%, the GW time-delay data can distinguish an 18\% MG effect on a scale of tens of kiloparsecs with a $68\%$ confidence level. Assuming GR and a Singular Isothermal Sphere mass model, there exists a simplified consistency relationship between time-delay and imaging data. This relationship does not require for the velocity dispersion measurement, and hence can avoid major uncertainties. By using this relationship, the multimessenger approach is able to distinguish an $8\%$ MG effect. Our results show that the GW multimessenger approach can play an important role in revealing the nature of gravity on the galactic and extra-galactic scales."
0910.1813,Jet opening angles and gamma-ray brightness of AGN,"We have investigated the differences in apparent opening angles between the parsec-scale jets of the active galactic nuclei (AGN) detected by the Fermi Large Area Telescope (LAT) during its first three months of operations and those of non-LAT-detected AGN. We used 15.4 GHz VLBA observations of sources from the 2 cm VLBA MOJAVE program, a subset of which comprise the statistically complete flux density limited MOJAVE sample. We determined the apparent opening angles by analyzing transverse jet profiles from the data in the image plane and by applying a model fitting technique to the data in the (u,v) plane. Both methods provided comparable opening angle estimates. The apparent opening angles of gamma-ray bright blazars are preferentially larger than those of gamma-ray weak sources. At the same time, we have found the two groups to have similar intrinsic opening angle distributions, based on a smaller subset of sources. This suggests that the jets in gamma-ray bright AGN are oriented at preferentially smaller angles to the line of sight resulting in a stronger relativistic beaming. The intrinsic jet opening angle and bulk flow Lorentz factor are found to be inversely proportional, as predicted by standard models of compact relativistic jets. If a gas dynamical jet acceleration model is assumed, the ratio of the initial pressure of the plasma in the core region P_0 to the external pressure P_ext lies within the range 1.1 to 34.6, with a best fit estimate of P_0/P_ext=2.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"Jet opening angles and gamma-ray brightness of AGN 
 We have investigated the differences in apparent opening angles between the parsec-scale jets of the active galactic nuclei (AGN) detected by the Fermi Large Area Telescope (LAT) during its first three months of operations and those of non-LAT-detected AGN. We used 15.4 GHz VLBA observations of sources from the 2 cm VLBA MOJAVE program, a subset of which comprise the statistically complete flux density limited MOJAVE sample. We determined the apparent opening angles by analyzing transverse jet profiles from the data in the image plane and by applying a model fitting technique to the data in the (u,v) plane. Both methods provided comparable opening angle estimates. The apparent opening angles of gamma-ray bright blazars are preferentially larger than those of gamma-ray weak sources. At the same time, we have found the two groups to have similar intrinsic opening angle distributions, based on a smaller subset of sources. This suggests that the jets in gamma-ray bright AGN are oriented at preferentially smaller angles to the line of sight resulting in a stronger relativistic beaming. The intrinsic jet opening angle and bulk flow Lorentz factor are found to be inversely proportional, as predicted by standard models of compact relativistic jets. If a gas dynamical jet acceleration model is assumed, the ratio of the initial pressure of the plasma in the core region P_0 to the external pressure P_ext lies within the range 1.1 to 34.6, with a best fit estimate of P_0/P_ext=2."
1207.7077,Large-Scale Star Formation-Driven Outflows at 1<z<2 in the 3D-HST Survey,"We present evidence of large-scale outflows from three low-mass (log(M/M_sun)~9.75) star-forming (SFR >4 M_sun/yr) galaxies observed at z=1.24, z=1.35 and z=1.75 in the 3D-HST Survey. Each of these galaxies is located within a projected physical distance of 60 kpc around the sight line to the quasar SDSS J123622.93+621526.6, which exhibits well-separated strong (W_r>0.8A) Mg II absorption systems matching precisely to the redshifts of the three galaxies. We derive the star formation surface densities from the H-alpha emission in the WFC3 G141 grism observations for the galaxies and find that in each case the star formation surface density well-exceeds 0.1 M_sun/yr/kpc^2, the typical threshold for starburst galaxies in the local Universe. From a small but complete parallel census of the 0.65<z<2.6 galaxies with H_140<24 proximate to the quasar sight line, we detect Mg II absorption associated with galaxies extending to physical distances of 130 kpc. We determine that the W_r>0.8A Mg II covering fraction of star-forming galaxies at 1<z<2 may be as large as unity on scales extending to at least 60 kpc, providing early constraints on the typical extent of starburst-driven winds around galaxies at this redshift. Our observations additionally suggest that the azimuthal distribution of W_r>0.4A Mg II absorbing gas around star-forming galaxies may evolve from z~2 to the present, consistent with recent observations of an increasing collimation of star formation-driven outflows with time from z~3.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"Large-Scale Star Formation-Driven Outflows at 1<z<2 in the 3D-HST Survey 
 We present evidence of large-scale outflows from three low-mass (log(M/M_sun)~9.75) star-forming (SFR >4 M_sun/yr) galaxies observed at z=1.24, z=1.35 and z=1.75 in the 3D-HST Survey. Each of these galaxies is located within a projected physical distance of 60 kpc around the sight line to the quasar SDSS J123622.93+621526.6, which exhibits well-separated strong (W_r>0.8A) Mg II absorption systems matching precisely to the redshifts of the three galaxies. We derive the star formation surface densities from the H-alpha emission in the WFC3 G141 grism observations for the galaxies and find that in each case the star formation surface density well-exceeds 0.1 M_sun/yr/kpc^2, the typical threshold for starburst galaxies in the local Universe. From a small but complete parallel census of the 0.65<z<2.6 galaxies with H_140<24 proximate to the quasar sight line, we detect Mg II absorption associated with galaxies extending to physical distances of 130 kpc. We determine that the W_r>0.8A Mg II covering fraction of star-forming galaxies at 1<z<2 may be as large as unity on scales extending to at least 60 kpc, providing early constraints on the typical extent of starburst-driven winds around galaxies at this redshift. Our observations additionally suggest that the azimuthal distribution of W_r>0.4A Mg II absorbing gas around star-forming galaxies may evolve from z~2 to the present, consistent with recent observations of an increasing collimation of star formation-driven outflows with time from z~3."
1505.00794,Cosmological Signatures of Anisotropic Spatial Curvature,"If one is willing to give up the cherished hypothesis of spatial isotropy, many interesting cosmological models can be developed beyond the simple anisotropically expanding scenarios. One interesting possibility is presented by shear-free models in which the anisotropy emerges at the level of the curvature of the homogeneous spatial sections, whereas the expansion is dictated by a single scale factor. We show that such models represent viable alternatives to describe the large-scale structure of the inflationary universe, leading to a kinematically equivalent Sachs-Wolfe effect. Through the definition of a complete set of spatial eigenfunctions we compute the two-point correlation function of scalar perturbations in these models. In addition, we show how such scenarios would modify the spectrum of the CMB assuming that the observations take place in a small patch of a universe with anisotropic curvature.",astro-ph.CO gr-qc,"Cosmology and Nongalactic Astrophysics, General Relativity and Quantum Cosmology","Cosmological Signatures of Anisotropic Spatial Curvature 
 If one is willing to give up the cherished hypothesis of spatial isotropy, many interesting cosmological models can be developed beyond the simple anisotropically expanding scenarios. One interesting possibility is presented by shear-free models in which the anisotropy emerges at the level of the curvature of the homogeneous spatial sections, whereas the expansion is dictated by a single scale factor. We show that such models represent viable alternatives to describe the large-scale structure of the inflationary universe, leading to a kinematically equivalent Sachs-Wolfe effect. Through the definition of a complete set of spatial eigenfunctions we compute the two-point correlation function of scalar perturbations in these models. In addition, we show how such scenarios would modify the spectrum of the CMB assuming that the observations take place in a small patch of a universe with anisotropic curvature."
1910.06617,Differentiable probabilistic programming for strong gravitational   lensing,"The difficult task of observing Dark Matter subhaloes is of paramount importance since it would constrain Dark Matter particle properties (cold or warm relic) and confirm once again the longstanding $\Lambda$CDM model. In the near future the new generation of ground and space surveys will observe thousands of strong gravitational lensing systems providing a unique probe of Dark Matter substructures. Here, we describe a new strong lensing analysis pipeline that combines deep Convolutional Neural Networks with physical models and exploits traditional sampling techniques such as Hamiltonian Monte Carlo. Using simulated strong gravitational lensing systems, we discuss first results and characterize the accuracy of the reconstruction of the main lensing parameters.",astro-ph.CO astro-ph.GA astro-ph.IM hep-ph,"Cosmology and Nongalactic Astrophysics, Astrophysics of Galaxies, Instrumentation and Methods for Astrophysics, High Energy Physics - Phenomenology","Differentiable probabilistic programming for strong gravitational   lensing 
 The difficult task of observing Dark Matter subhaloes is of paramount importance since it would constrain Dark Matter particle properties (cold or warm relic) and confirm once again the longstanding $\Lambda$CDM model. In the near future the new generation of ground and space surveys will observe thousands of strong gravitational lensing systems providing a unique probe of Dark Matter substructures. Here, we describe a new strong lensing analysis pipeline that combines deep Convolutional Neural Networks with physical models and exploits traditional sampling techniques such as Hamiltonian Monte Carlo. Using simulated strong gravitational lensing systems, we discuss first results and characterize the accuracy of the reconstruction of the main lensing parameters."
0911.4195,Are Newly Discovered HI High Velocity Clouds Minihalos in the Local   Group?,"A set of HI sources extracted from the north Galactic polar region by the ongoing ALFALFA survey has properties that are consistent with the interpretation that they are associated with isolated minihalos in the outskirts of the Local Group (LG). Unlike objects detected by previous surveys, such as the Compact High Velocity Clouds of Braun & Burton (1999), the HI clouds found by ALFALFA do not violate any structural requirements or halo scaling laws of the LambdaCDM structure paradigm, nor would they have been detected by extant HI surveys of nearby galaxy groups other than the LG. At a distance of d Mpc, their HI masses range between $5 x 10^4 d^2 and 10^6 d^2 solar and their HI radii between <0.4d and 1.6 d kpc. If they are parts of gravitationally bound halos, the total masses would be on order of 10^8--10^9 solar, their baryonic content would be signifcantly smaller than the cosmic fraction of 0.16 and present in a ionized gas phase of mass well exceeding that of the neutral phase. This study does not however prove that the minihalo interpretation is unique. Among possible alternatives would be that the clouds are shreds of the Leading Arm of the Magellanic Stream.",astro-ph.CO astro-ph.GA,"Cosmology and Nongalactic Astrophysics, Astrophysics of Galaxies","Are Newly Discovered HI High Velocity Clouds Minihalos in the Local   Group? 
 A set of HI sources extracted from the north Galactic polar region by the ongoing ALFALFA survey has properties that are consistent with the interpretation that they are associated with isolated minihalos in the outskirts of the Local Group (LG). Unlike objects detected by previous surveys, such as the Compact High Velocity Clouds of Braun & Burton (1999), the HI clouds found by ALFALFA do not violate any structural requirements or halo scaling laws of the LambdaCDM structure paradigm, nor would they have been detected by extant HI surveys of nearby galaxy groups other than the LG. At a distance of d Mpc, their HI masses range between $5 x 10^4 d^2 and 10^6 d^2 solar and their HI radii between <0.4d and 1.6 d kpc. If they are parts of gravitationally bound halos, the total masses would be on order of 10^8--10^9 solar, their baryonic content would be signifcantly smaller than the cosmic fraction of 0.16 and present in a ionized gas phase of mass well exceeding that of the neutral phase. This study does not however prove that the minihalo interpretation is unique. Among possible alternatives would be that the clouds are shreds of the Leading Arm of the Magellanic Stream."
1007.3265,"Galaxy Zoo 1 : Data Release of Morphological Classifications for nearly   900,000 galaxies","Morphology is a powerful indicator of a galaxy's dynamical and merger history. It is strongly correlated with many physical parameters, including mass, star formation history and the distribution of mass. The Galaxy Zoo project collected simple morphological classifications of nearly 900,000 galaxies drawn from the Sloan Digital Sky Survey, contributed by hundreds of thousands of volunteers. This large number of classifications allows us to exclude classifier error, and measure the influence of subtle biases inherent in morphological classification. This paper presents the data collected by the project, alongside measures of classification accuracy and bias. The data are now publicly available and full catalogues can be downloaded in electronic format from http://data.galaxyzoo.org.",astro-ph.GA astro-ph.CO,"Astrophysics of Galaxies, Cosmology and Nongalactic Astrophysics","Galaxy Zoo 1 : Data Release of Morphological Classifications for nearly   900,000 galaxies 
 Morphology is a powerful indicator of a galaxy's dynamical and merger history. It is strongly correlated with many physical parameters, including mass, star formation history and the distribution of mass. The Galaxy Zoo project collected simple morphological classifications of nearly 900,000 galaxies drawn from the Sloan Digital Sky Survey, contributed by hundreds of thousands of volunteers. This large number of classifications allows us to exclude classifier error, and measure the influence of subtle biases inherent in morphological classification. This paper presents the data collected by the project, alongside measures of classification accuracy and bias. The data are now publicly available and full catalogues can be downloaded in electronic format from http://data.galaxyzoo.org."
2204.02454,$\mathcal{R}^2$ Quantum Corrected Scalar Field Inflation,"String theory enjoys an elevated role among quantum gravity theories, since it seems to be the most consistent UV completion of general relativity and the Standard Model. However, it is hard to verify the existence of this underlying theory on terrestrial accelerators. One way to probe string theory is to study its imprints on the low-energy effective inflationary Lagrangian, which are quantified in terms of high energy correction terms. It is highly likely, thus, to find higher order curvature terms combined with string moduli, that is scalar fields, since both these types of interactions and matter fields appear in string theory. In this work we aim to stress the probability that the inflationary dynamics are controlled by the synergy of scalar fields and higher order curvature terms. Specifically, we shall consider a well motivated quantum corrected canonical scalar field theory, with the quantum corrections being of the $\mathcal{R}^2$ type. The reason for choosing minimally coupled scalar theory is basically because if scalar fields are evaluated in their vacuum configuration, they will either be minimally coupled or conformally coupled. Here we choose the former case, and the whole study shall be performed in the string frame (Jordan frame), in contrast to similar studies in the literature where the Einstein frame two scalar theory is considered. We derive the field equations of the quantum-corrected theory at leading order and we present the form the slow-roll indices obtain for the quantum corrected theory. We exemplify our theoretical framework by using the quadratic inflation model, and as we show, the $\mathcal{R}^2$ quantum corrected quadratic inflation model produces a viable inflationary phenomenology, in contrast with the simple quadratic inflation model.",gr-qc astro-ph.CO hep-th,"General Relativity and Quantum Cosmology, Cosmology and Nongalactic Astrophysics, High Energy Physics - Theory","$\mathcal{R}^2$ Quantum Corrected Scalar Field Inflation 
 String theory enjoys an elevated role among quantum gravity theories, since it seems to be the most consistent UV completion of general relativity and the Standard Model. However, it is hard to verify the existence of this underlying theory on terrestrial accelerators. One way to probe string theory is to study its imprints on the low-energy effective inflationary Lagrangian, which are quantified in terms of high energy correction terms. It is highly likely, thus, to find higher order curvature terms combined with string moduli, that is scalar fields, since both these types of interactions and matter fields appear in string theory. In this work we aim to stress the probability that the inflationary dynamics are controlled by the synergy of scalar fields and higher order curvature terms. Specifically, we shall consider a well motivated quantum corrected canonical scalar field theory, with the quantum corrections being of the $\mathcal{R}^2$ type. The reason for choosing minimally coupled scalar theory is basically because if scalar fields are evaluated in their vacuum configuration, they will either be minimally coupled or conformally coupled. Here we choose the former case, and the whole study shall be performed in the string frame (Jordan frame), in contrast to similar studies in the literature where the Einstein frame two scalar theory is considered. We derive the field equations of the quantum-corrected theory at leading order and we present the form the slow-roll indices obtain for the quantum corrected theory. We exemplify our theoretical framework by using the quadratic inflation model, and as we show, the $\mathcal{R}^2$ quantum corrected quadratic inflation model produces a viable inflationary phenomenology, in contrast with the simple quadratic inflation model."
1611.09846,"Challenges in Cosmology from the Big Bang to Dark Energy, Dark Matter   and Galaxy Formation","I review the current status of Big Bang Cosmology, with emphasis on current issues in dark matter, dark energy, and galaxy formation. These topics motivate many of the current goals of experimental cosmology which range from targeting the nature of dark energy and dark matter to probing the epoch of the first stars and galaxies.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"Challenges in Cosmology from the Big Bang to Dark Energy, Dark Matter   and Galaxy Formation 
 I review the current status of Big Bang Cosmology, with emphasis on current issues in dark matter, dark energy, and galaxy formation. These topics motivate many of the current goals of experimental cosmology which range from targeting the nature of dark energy and dark matter to probing the epoch of the first stars and galaxies."
1205.3404,Hawking Radiation as a Mechanism for Inflation,The Friedman-Robertson-Walker (FRW) space-time exhibits particle creation similar to Hawking radiation of a black hole. In this essay we show that this FRW Hawking radiation leads to an effective negative pressure fluid which can drive an inflationary period of exponential expansion in the early Universe. Since the Hawking temperature of the FRW space-time decreases as the Universe expands this mechanism naturally turns off and the inflationary stage transitions to a power law expansion associated with an ordinary radiation dominated Universe.,gr-qc astro-ph.CO hep-th,"General Relativity and Quantum Cosmology, Cosmology and Nongalactic Astrophysics, High Energy Physics - Theory","Hawking Radiation as a Mechanism for Inflation 
 The Friedman-Robertson-Walker (FRW) space-time exhibits particle creation similar to Hawking radiation of a black hole. In this essay we show that this FRW Hawking radiation leads to an effective negative pressure fluid which can drive an inflationary period of exponential expansion in the early Universe. Since the Hawking temperature of the FRW space-time decreases as the Universe expands this mechanism naturally turns off and the inflationary stage transitions to a power law expansion associated with an ordinary radiation dominated Universe."
1206.1855,The baryonic Tully-Fisher relation and galactic outflows,"Most of the baryons in the Universe are not in the form of stars and cold gas in galaxies. Galactic outflows driven by supernovae/stellar winds are the leading mechanism for explaining this fact. The scaling relation between galaxy mass and outer rotation velocity (also known as the baryonic Tully-Fisher relation, BTF) has recently been used as evidence against this viewpoint. We use a LCDM based semi-analytic disk galaxy formation model to investigate these claims. In our model, galaxies with less efficient star formation and higher gas fractions are more efficient at ejecting gas from galaxies. This is due to the fact that galaxies with less efficient star formation and higher gas fractions tend to live in dark matter haloes with lower circular velocities, from which less energy is required to escape the potential well. In our model the intrinsic scatter in the BTF is 0.15 dex, and mostly reflects scatter in dark halo concentration. The observed scatter, equal to 0.24 dex, is dominated by measurement errors. The best estimate for the intrinsic scatter is that it is less than 0.15 dex, and thus our LCDM based model (which does not include all possible sources of scatter) is only just consistent with this. In our model, gas rich galaxies, at fixed virial velocity (V_vir), with lower stellar masses have lower baryonic masses. This is consistent with the expectation that galaxies with lower stellar masses have had less energy available to drive an outflow. However, when the outer rotation velocity (V_flat) is used the correlation has the opposite sign, with a slope in agreement with observations. This is due to scatter in the relation between V_flat and V_vir. In summary, contrary to some previous claims, we show that basic features of the BTF are consistent with a LCDM based model in which the low efficiency of galaxy formation is determined by galactic outflows.",astro-ph.CO astro-ph.GA,"Cosmology and Nongalactic Astrophysics, Astrophysics of Galaxies","The baryonic Tully-Fisher relation and galactic outflows 
 Most of the baryons in the Universe are not in the form of stars and cold gas in galaxies. Galactic outflows driven by supernovae/stellar winds are the leading mechanism for explaining this fact. The scaling relation between galaxy mass and outer rotation velocity (also known as the baryonic Tully-Fisher relation, BTF) has recently been used as evidence against this viewpoint. We use a LCDM based semi-analytic disk galaxy formation model to investigate these claims. In our model, galaxies with less efficient star formation and higher gas fractions are more efficient at ejecting gas from galaxies. This is due to the fact that galaxies with less efficient star formation and higher gas fractions tend to live in dark matter haloes with lower circular velocities, from which less energy is required to escape the potential well. In our model the intrinsic scatter in the BTF is 0.15 dex, and mostly reflects scatter in dark halo concentration. The observed scatter, equal to 0.24 dex, is dominated by measurement errors. The best estimate for the intrinsic scatter is that it is less than 0.15 dex, and thus our LCDM based model (which does not include all possible sources of scatter) is only just consistent with this. In our model, gas rich galaxies, at fixed virial velocity (V_vir), with lower stellar masses have lower baryonic masses. This is consistent with the expectation that galaxies with lower stellar masses have had less energy available to drive an outflow. However, when the outer rotation velocity (V_flat) is used the correlation has the opposite sign, with a slope in agreement with observations. This is due to scatter in the relation between V_flat and V_vir. In summary, contrary to some previous claims, we show that basic features of the BTF are consistent with a LCDM based model in which the low efficiency of galaxy formation is determined by galactic outflows."
1402.6014,Constraining Majorana CP Phase in Precision Era of Cosmology and Double   Beta Decay Experiment,"We show that precision measurement of (1) sum of neutrino masses by cosmological observation and (2) lifetime of neutrinoless double beta decay in ton-scale experiments, with supplementary use of (3) effective mass measured in single beta decay experiment, would allow us to obtain information on the Majorana phase of neutrinos. To quantify the sensitivity to the phase we use the CP exclusion fraction, a fraction of the CP phase parameter space that can be excluded for a given set of assumed input parameters, a global measure for CP violation. We illustrate the sensitivity under varying assumptions, from modest to optimistic ones, on experimental errors and theoretical uncertainty of nuclear matrix elements. Assuming that the latter can be reduced to a factor of ~1.5 we find that one of the two Majorana phases (denoted as alpha_(21)) can be constrained by excluding ~10-40% of the phase space at 2sigma CL even with the modest choice of experimental error for the lowest neutrino mass of 0.1 eV. The characteristic features of the sensitivity to alpha_(21), such as dependences on the true values of alpha_(21), are addressed.",hep-ph astro-ph.CO hep-ex nucl-ex nucl-th,"High Energy Physics - Phenomenology, Cosmology and Nongalactic Astrophysics, High Energy Physics - Experiment, Nuclear Experiment, Nuclear Theory","Constraining Majorana CP Phase in Precision Era of Cosmology and Double   Beta Decay Experiment 
 We show that precision measurement of (1) sum of neutrino masses by cosmological observation and (2) lifetime of neutrinoless double beta decay in ton-scale experiments, with supplementary use of (3) effective mass measured in single beta decay experiment, would allow us to obtain information on the Majorana phase of neutrinos. To quantify the sensitivity to the phase we use the CP exclusion fraction, a fraction of the CP phase parameter space that can be excluded for a given set of assumed input parameters, a global measure for CP violation. We illustrate the sensitivity under varying assumptions, from modest to optimistic ones, on experimental errors and theoretical uncertainty of nuclear matrix elements. Assuming that the latter can be reduced to a factor of ~1.5 we find that one of the two Majorana phases (denoted as alpha_(21)) can be constrained by excluding ~10-40% of the phase space at 2sigma CL even with the modest choice of experimental error for the lowest neutrino mass of 0.1 eV. The characteristic features of the sensitivity to alpha_(21), such as dependences on the true values of alpha_(21), are addressed."
1710.05951,An independent determination of the local Hubble constant,"The relationship between the integrated H$\beta$ line luminosity and the velocity dispersion of the ionized gas of HII galaxies and giant HII regions represents an exciting standard candle that presently can be used up to redshifts z ~ 4. Locally it is used to obtain precise measurements of the Hubble constant by combining the slope of the relation obtained from nearby ($z \leq $ 0.2) HII galaxies with the zero point determined from giant HII regions belonging to an `anchor sample' of galaxies for which accurate redshift-independent distance moduli are available. We present new data for 36 giant HII regions in 13 galaxies of the anchor sample that includes the megamaser galaxy NGC 4258. Our data is the result of the first four years of observation of our primary sample of 130 giant HII regions in 73 galaxies with Cepheid determined distances. Our best estimate of the Hubble parameter is $71.0\pm2.8(random)\pm2.1(systematic)$ km /s Mpc This result is the product of an independent approach and, although at present less precise than the latest SNIa results, it is amenable to substantial improvement.",astro-ph.CO astro-ph.GA,"Cosmology and Nongalactic Astrophysics, Astrophysics of Galaxies","An independent determination of the local Hubble constant 
 The relationship between the integrated H$\beta$ line luminosity and the velocity dispersion of the ionized gas of HII galaxies and giant HII regions represents an exciting standard candle that presently can be used up to redshifts z ~ 4. Locally it is used to obtain precise measurements of the Hubble constant by combining the slope of the relation obtained from nearby ($z \leq $ 0.2) HII galaxies with the zero point determined from giant HII regions belonging to an `anchor sample' of galaxies for which accurate redshift-independent distance moduli are available. We present new data for 36 giant HII regions in 13 galaxies of the anchor sample that includes the megamaser galaxy NGC 4258. Our data is the result of the first four years of observation of our primary sample of 130 giant HII regions in 73 galaxies with Cepheid determined distances. Our best estimate of the Hubble parameter is $71.0\pm2.8(random)\pm2.1(systematic)$ km /s Mpc This result is the product of an independent approach and, although at present less precise than the latest SNIa results, it is amenable to substantial improvement."
